state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases,geocoded_state
WY,,,state,2020/06/15,Personal Care,stop,"Policy_Details: nail salons, hair salons, barber shops, cosmetology, tattoo parlors etc, may re-open or continue to operate under social distancing conditions.    Source information: https://covid19.wyo.gov/governors-orders",sip_submission_form: https://covid19.wyo.gov/governors-orders,,POINT (-107.55145 42.999627)
OR,,,state,2020/06/30,Day Care,stop,"Policy_Details: Child care is open under certain restrictions, with priority placements for children of health care workers, first responders, and frontline workers.   Source information: https://govstatus.gov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.gov.com/reopening-oregon#phase2,,POINT (-120.605279 43.940449)
MI,,,state,2021/01/15,Childcare (K-12),stop,"Policy_Details: Gatherings at public, nonpublic, and boarding schools for the purpose of conducting in-person instruction of pupils in prekindergarten through grade 12 are permitted, subject to local health department and school district decisions on remote learning.   Source information: https://www.michigan.gov/coronavirus/0,9753,7-406-98178_98455-547899--,00.html","sip_submission_form: https://www.michigan.gov/coronavirus/0,9753,7-406-98178_98455-547899--,00.html",6,POINT (-85.730977 44.874798)
TX,Callahan County,48059,county,2020/05/04,Shelter in Place,stop,Callahan County Policy End,wikidata,,POINT (-99.317341 31.447238)
NV,,,state,2020/05/09,Non-Essential Businesses,stop,"Other measures and details for this policy include: keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-114.916992 39.283294)
IN,,,state,2020/10/01,Food and Drink,stop,"Policy_Details: alcoholic beverage permit activation deadline extended from July 1 to October 1 ; lower required annual food sales amounts for alcoholic beverage permittees whose businesses were required to close and/or reduce in-person dining to an amount proportional to the length of the public health emergency ; permittees whose permits were issued in the 2 months immediately preceding or during the public health emergency begin gross food sales projections in August 
 Phase Level: 5, Phase Details Source information: https://www.in.gov/gov/files/Executive%20Order%2020-31%20Additional%20Extensions%20of%20Time.pdf",sip_submission_form: https://www.in.gov/gov/files/Executive%20Order%2020-31%20Additional%20Extensions%20of%20Time.pdf,5,POINT (-86.2818 39.919991)
MO,Jackson,29095,county,2020/05/31,Childcare (K-12),stop,"Policy_Details: Open (with limits) Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,,POINT (-92.477244 38.3675)
MS,Wayne,28153,county,2020/07/20,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
KS,McPherson County,20113,county,2020/04/25,Shelter in Place,stop,McPherson County Policy End,wikidata,,POINT (-98.38018 38.484729)
KY,,,state,2020/05/20,Shelter in Place,stop,https://kentucky.gov/Pages/Activity- Retail and worship reopening 5/20,manual,,POINT (-85.290484 37.526683)
TX,Scurry County,48415,county,2020/04/28,Shelter in Place,stop,Scurry County Policy End,wikidata,,POINT (-99.317341 31.447238)
GA,,,state,2020/04/24,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-83.426574 32.638481)
NY,Allegany,36003,county,2020/06/30,Food and Drink,stop,Policy_Details: restaurants/food services may reopen    Source information: https://forward.ny.gov/phase-three-industries,sip_submission_form: https://forward.ny.gov/phase-three-industries,,POINT (-75.59655 42.921241)
MS,Hinds,28049,county,2020/07/20,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
NC,,,state,2020/05/22,Childcare (K-12),stop,"Policy_Details: Executive order signed by governor, statewide. Child care facilities can be open during Phase 1, subject to strict cleaning protocols, to serve families of parents who are working or looking for work. Summer day camps can operate in compliance with state guidelines. Phase Level: 1, Phase Details Source information: https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf",sip_submission_form: https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf,3,POINT (-79.130883 35.52603)
RI,,,state,2020/05/08,Shelter in Place,stop,State Policy End,manual,,POINT (-71.534637 41.572574)
NY,Cattaraugus,36009,county,2020/06/30,Food and Drink,stop,Policy_Details: Restaurants / Food Services reopening    Source information: https://coronavirus.health.ny.gov/home,sip_submission_form: https://coronavirus.health.ny.gov/home,,POINT (-75.59655 42.921241)
NE,Nance,31125,county,2020/05/11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
CO,,,state,2020/04/26,Shelter in Place,stop,"Stay at home, effective 6:00 a.m. MDT, March 26 until at least April 11. On April 6, extended to April 26",manual,,POINT (-105.547832 38.998552)
IN,Cass,18017,county,2020/06/01,Phase 2,stop,"Policy_Details: phase 2 begins in Cass County Phase Level: 2, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf,5,POINT (-86.2818 39.919991)
UT,,,state,2020/06/05,New Phase,stop,"Policy_Details: The new order clarifies that generally all businesses that are within the counties that have been moved to the low risk phase are operating if they can meet and adhere to the specific guidelines. For clarity, the order states symptom checking in public and business interactions should happen when feasible. The guidance for K-12 education addresses the resumption of school activities, including sports, under jurisdiction of district and school authorities in adherence to indoor and outdoor guidelines. Regarding higher education, campuses may be open for in-person classes with increased cleaning and hygiene regimen.   Source information: https://coronavirus.utah.gov/governor-issues-executive-order-releasing-updated-guidelines-for-low-risk-phase-in-the-utah-leads-together-plan/",sip_submission_form: https://coronavirus.utah.gov/governor-issues-executive-order-releasing-updated-guidelines-for-low-risk-phase-in-the-utah-leads-together-plan/,,POINT (-111.678222 39.323779)
MS,Grenada,28043,county,2020/07/20,Manufacturing,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
MS,Madison,28089,county,2020/07/20,Food and Drink,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
NE,Gage,31067,county,2020/05/11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
MT,,,state,2020/04/27,Shelter in Place,stop,State Policy End,manual,,POINT (-109.645127 47.033521)
MO,Bates County,29013,county,2020/04/24,Shelter in Place,stop,Bates County Policy End,wikidata,,POINT (-92.477244 38.3675)
ND,,,state,2020/05/01,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-100.46931 47.446305)
UT,,,state,2020/11/23,Outdoor and Recreation,stop,"Policy_Details: - Event hosts must require masks of all participants
- No private, recreation, or club sports and athletic events   Source information: https://coronavirus-download.utah.gov/Health/State_of_Emergency.pdf",sip_submission_form: https://coronavirus-download.utah.gov/Health/State_of_Emergency.pdf,,POINT (-111.678222 39.323779)
IN,,,state,2020/05/04,Phase 1,stop,"Policy_Details: elective procedures resume ; 1 person may accompany patient  Phase Level: 1, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage1.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage1.pdf,5,POINT (-86.2818 39.919991)
MO,Gasconade County,29073,county,2020/04/16,Shelter in Place,stop,Gasconade County Policy End,wikidata,,POINT (-92.477244 38.3675)
AK,,,state,2020/04/24,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-151.631889 63.631126)
FL,,,state,2020/05/18,Non-Essential Businesses,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-82.420978 28.260731)
MS,Madison,28089,county,2020/07/20,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
CA,San Mateo County,06081,county,2020/05/31,Shelter in Place,stop,San Mateo County Policy End,wikidata,,POINT (-119.662127 37.211164)
TN,,,state,2020/04/27,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-86.343226 35.842998)
MS,Quitman,28119,county,2020/07/20,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
